fit_tier,priority,company,legal_name,usdot,power_units,drivers,officer,phone,email,city,state,zip,address,safety_rating,hazmat,classdef,fit_score,suggested_plan,add_on,outreach_angle,safer_url
Starter,High,KUSZLYK MILK HAULING,KUSZLYK MILK HAULING,20445,5,4,MARJORIE A KUSZLYK,5853434800,MAKUSZLYK@AOL.COM,BATAVIA,NY,14020,7982 BATAVIA-BYRON ROAD,C,No,EXEMPT FOR HIRE,40,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20445
Starter,High,LALOMIA TRANSPORTATION CORPORATION,LALOMIA TRANSPORTATION CORPORATION,20507,8,6,GERALDINE LALOMIA,7168941703,L28tg@aol.com,SLOAN,NY,14212,59 HALSTEAD AVE,None listed,No,AUTHORIZED FOR HIRE,120,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20507
Fleet,High,NOCO ENERGY CORP,NOCO ENERGY CORP,20622,142,126,JAMES D NEWMAN,7166141275,,TONAWANDA,NY,14150,2440 SHERIDAN DR,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,85,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20622
Growth,Medium,A R SANDRI INC,A R SANDRI INC,20705,23,19,DAVID  NELSON,4137722121,rcoyne@sandri.com,GREENFIELD,MA,01301,400 CHAPMAN ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20705
Starter,Medium,SAVAGE FARMS INC,SAVAGE FARMS INC,20707,5,4,JAY  SAVAGE,4137744935,savageadmin@comcast.net,DEERFIELD,MA,01342,128 LOWER RD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20707
Growth,High,K I T TRANSPORTATION INC,K I T TRANSPORTATION INC,20851,23,18,SUZANNE  TRATNACK,5187569500,stratnack@kittransportation.com,HANNACROIX,NY,12087,RT 9W NORTH,None listed,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20851
Growth,High,SURPASS CHEMICAL COMPANY INC,SURPASS CHEMICAL COMPANY INC,20860,43,14,LEONARD  SMITH,5184348101,andrew.aulds@surpasschemical.com,MENANDS,NY,12204-2623,1254 BROADWAY,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20860
Starter,High,CARPENTER BROS MOVING AND STORAGE INC,CARPENTER BROS MOVING AND STORAGE INC,20889,6,7,MATHEW  JENKINS,5185630791,cbms@carpenterbrothersms.com,PLATTSBURGH,NY,12901,24 GRAHAM DR,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=20889
Starter,Medium,GREGORY FARMERS ELEVATOR CO,GREGORY FARMERS ELEVATOR CO,21110,5,4,SHERMAN VOMACKA,6058358114,gfe@gwtc.net,GREGORY,SD,57533-0229,121 SOUTH MAIN,None listed,No,OTHER-UNKNOWN;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21110
Starter,Medium,HANSON'S INC,HANSON'S INC,21177,9,9,DAWN REDDEN,6055986556,MEHANSON@VENTURECOMM.NET,FAULKTON,SD,57438-0503,115 6TH AVENUE N,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21177
Fleet,Medium,TRAMCOR CORPORATION,TRAMCOR CORPORATION,21474,125,115,RILEY  BRAEGGER,8014300058,lmbraegger@tramcor.com,FARR WEST,UT,84404,908 N 2000 W,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21474
Growth,High,TRAXLER TRUCKING INC,TRAXLER TRUCKING INC,21841,18,17,JUSTIN BORK /SARAH BORK,2174332352,borktrucking@gmail.com,LA PLACE,IL,61936,104 WEST NORTH SECOND STREET,None listed,No,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21841
Starter,Medium,VAN DYKE BROTHERS INC,VAN DYKE BROTHERS INC,21865,8,8,MONTE VANDYKE,5072275754,MONTE@VANDYKEBROTHERSINC.COM,CHANDLER,MN,56156,714 56TH ST,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21865
Starter,Medium,WELLS PROPANE INC,WELLS PROPANE INC,21886,10,13,DEVERON  ERIKSEN,7757523421,joel@wellspropane.net,WELLS,NV,89835,338 EASY ST,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21886
Growth,Medium,WILLMAN TRUCKING INC,WILLMAN TRUCKING INC,21908,12,6,LISA M WILSON,6125224459,,MINNEAPOLIS,MN,55411-2216,62 N 26TH AVENUE NORTH,S,No,AUTHORIZED FOR HIRE,80,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21908
Starter,High,J & D FARMS,J & D FARMS OF ILLINOIS LLC,21968,6,4,JODI  OFLAHERTY,3092580667,jdfarms@mtco.com,NORTH ROANOKE,IL,61561,1437 COUNTY ROAD 1500 NORTH,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21968
Starter,High,BMC,BADGER MINING CORPORATION,21972,6,8,BRANDON HESS,8009327263,khahnschmitz@badgerminingcorp.com,BERLIN,WI,54923,409 S CHURCH STREET,None listed,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21972
Growth,Medium,M P BARRETT TRUCKING INC,M P BARRETT TRUCKING INC,21993,11,10,CHRIS  SCHOLL,3204682787,mpbarretttrucking@gmail.com,PIERZ,MN,56364,28447 103RD STREET,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=21993
Growth,Medium,DAVENPORT TRUCKING,CLAYTON D DAVENPORT TRUCKING INC,22088,26,24,CHRISTOPHER  DAVENPORT,14137742080,dispatch@cddavenport.com,GREENFIELD,MA,01301,130 COLRAIN STREET,S,Yes,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22088
Starter,High,HILLCREST SUPPLY INC,HILLCREST SUPPLY INC,22301,9,4,RICHARD DALE KNEPP,8124863261,hillcrestsupplyinc@gmail.com,MONTGOMERY,IN,47558,6134 E 200 N,S,No,AUTHORIZED FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22301
Fleet,High,HILLDRUP MOVING & STORAGE,HILLDRUP COMPANIES INC,22302,297,245,CHARLES W MCDANIEL,7034414888,justin.moyer@hilldrup.com,STAFFORD,VA,22554,4022 RICHMOND  HIGHWAY,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22302
Growth,High,LONG BROTHERS OF SUMMERFIELD INC,LONG BROTHERS OF SUMMERFIELD INC,22447,29,22,PAMELA FULP,3366421097,pfulp@longbro.com,RURAL HALL,NC,27045,1275 OLD BELT WAY,S,Yes,AUTHORIZED FOR HIRE;OTHER-DBE/WBE/HUB,65,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22447
Fleet,High,OPIES TRANSPORT INC,OPIES TRANSPORT INC,22495,79,76,BRANDON  OPIE,5733926525,administration@opiestransport.com,ELDON,MO,65026,21HWY FF,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22495
Fleet,High,QUALITY LOGISTICS INC,QUALITY LOGISTICS INC,22520,135,131,CHRIS KOOI,3037613195,dpalato@qualitylogisticsinc.com,ENGLEWOOD,CO,80110,3340 SOUTH ZUNI STREET,S,No,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22520
Starter,High,RAMSEY TRUCKING INC,RAMSEY TRUCKING INC,22545,10,9,BILLY RAMSEY,4232668237,SDUVALL@epbfi.com,CHATTANOOGA,TN,37405-2622,731 PINEVILLE ROAD,S,No,AUTHORIZED FOR HIRE;EXEMPT FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22545
Fleet,High,RELCO,RELCO SYSTEMS INC,22578,72,76,ROBERT LEWIS,7164348100,GOVERNMENTFILINGS@RELCOSYSTEMS.COM,LOCKPORT,NY,14094-3504,7310 CHESTNUT RIDGE RD,S,No,AUTHORIZED FOR HIRE,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22578
Fleet,Medium,TAYLOR-MADE TRANSPORTATION INC,TAYLOR-MADE TRANSPORTATION INC,22588,54,19,SCOTT  SMITH,3343662269,s.smith@taylormadeinc.com,MAPLESVILLE,AL,36750-0197,740 HIGHWAY 139N,S,No,AUTHORIZED FOR HIRE,115,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22588
Growth,Medium,A ANASTASIO & SONS TRUCKING CO INC,A ANASTASIO & SONS TRUCKING CO INC,22683,14,14,ANDREW  F ANASTASIO JR,2037875746,andy@aanastasio.com,NEW HAVEN,CT,06513,80 MIDDLETOWN AVE,S,No,AUTHORIZED FOR HIRE,90,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22683
Starter,Medium,ARROW MOVING & STORAGE CO INC,ARROW MOVING & STORAGE CO INC,22889,10,7,DAVID OTTOES,3076329226,MOTTOES@ARROWMOVING.NET,CHEYENNE,WY,82007,1900 WYOTT DRIVE,S,No,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=22889
Fleet,High,158480,ALAN RITCHEY INC,23010,87,85,ROBBY RITCHEY,9407263276,nsturrock@alanritchey.com,VALLEY VIEW,TX,76272,740 SOUTH FRONTAGE ROAD,S,No,AUTHORIZED FOR HIRE;U. S. MAIL,95,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23010
Growth,High,READY FORCE STAFFING,REGAL TRUCKING SERVICE CORP,23218,33,33,Thomas Munoz,2539222250,regaltruckingservice@regallogistics.com,FIFE,WA,98424,6500 26TH STREET EAST,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23218
Fleet,High,GOYA FOODS INC,GOYA FOODS INC,23451,197,196,CHARLES  LLERENA,2013484900,charles.llerena@goya.com,JERSEY CITY,NJ,07307,350 COUNTY ROAD,S,No,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23451
Growth,High,MANNINGTON MILLS INC,MANNINGTON MILLS INC,23680,14,12,KEVIN P IGO,8569353000,VICTOR.GIUDICE@MANNINGTON.COM,SALEM,NJ,08079,75 MANNINGTON MILLS ROAD,None listed,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23680
Fleet,High,CAMPBELL'S EXPRESS,CAMPBELL'S AUTO EXPRESS,23705,55,47,WILLIAM  W. MESSENGER,8565898300,jcarey@campbellsexpress.com,PITMAN,NJ,08071-0119,134 LAUREL DR,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23705
Starter,High,PHIBRO-TECH INC,PHIBRO-TECH INC,23761,9,9,JACK BENDHEIM,5622730136,mark.kuha@pahc.com,SANTA FE SPRINGS,CA,90670,8851 DICE RD,S,Yes,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23761
Growth,Medium,DEROSIER STORAGE CO,DEROSIER STORAGE CO,23809,11,4,ALLEN DESROSIERS,2033780461,allend@derosiermoving.com,STRATFORD,CT,06615,110 MAYFAIR PLACE,S,No,AUTHORIZED FOR HIRE,60,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23809
Starter,Medium,DALEY MOVING & STORAGE INC,DALEY MOVING & STORAGE INC,23845,6,6,GINA MARIANO BUNCH,8604828508,OFFICE@DALEYMOVING.COM,TORRINGTON,CT,06790,230 ELLA GRASSO AVE,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23845
Starter,Medium,HALLAMORE CORP,HALLAMORE CORP,23866,8,4,DENNIS E. BARRY,7817672000,MBARRY@HALLAMORE.COM,HOLBROOK,MA,02343-1936,795 PLYMOUTH ST,S,No,AUTHORIZED FOR HIRE,65,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23866
Fleet,Medium,SEVERANCE TRUCKING CO INC,SEVERANCE TRUCKING CO INC,23907,54,44,JAMIE SEVERANCE,9782759800,jamie@SEVERANCETRUCKING.COM,DRACUT,MA,01826,49 MCGRATH ROAD,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=23907
Growth,High,NASSAU TRUCKING & RIGGING,NASSAU PRINTING MACHINERY INC,24111,11,12,BILLY MURPHY,6318425553,Matt@npmgroup.com,COPIAGUE,NY,11726,19 DIXON AVE,S,No,AUTHORIZED FOR HIRE,120,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24111
Fleet,High,PECKHAM ROAD CORP,PECKHAM MATERIALS CORP,24121,62,165,JOHN  GADROW,9149492000,jgadr@peckham.com,BREWSTER,NY,10509,172 PROSPECT HILL ROAD,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,65,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24121
Fleet,High,LANGER TRANSPORT CORP,LANGER TRANSPORT CORP,24222,256,225,WILLIAM POBEDINSKY,2014341600,BPOBEDINSKY@LANGERTRANSPORT.COM,JERSEY CITY,NJ,07305,420 ROUTE 440,S,Yes,AUTHORIZED FOR HIRE,90,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24222
Starter,High,MABCO TRANSIT INC,MABEY'S SELF STORAGE,24402,10,8,LAURA BLASS,5182830017,matt@mabeys.com,CLIFTON PARK,NY,12065,9 MORRIS LANE,None listed,Yes,AUTHORIZED FOR HIRE,55,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24402
Fleet,High,MOBILE AIR TRANSPORT INC,MOBILE AIR TRANSPORT INC,24439,62,67,JOHN J. INGEMIE,5187835111,mlh@mobileairtrans.com,LATHAM,NY,12110,12 RUNWAY AVE,S,Yes,AUTHORIZED FOR HIRE,120,$299/mo Fleet,Offer DOT Record Monitor $29/mo,"Unlimited seats, reports, integrations + Monitor (fits Fleet $299)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24439
Growth,Medium,M KORSON & CO INC,M KORSON & CO INC,24472,20,28,THOMAS F GENNARO,6176256060,MKORSON91@GMAIL.COM,SOMERVILLE,MA,02143,91 WASHINGTON STREET,C,No,AUTHORIZED FOR HIRE,95,$199/mo Growth,Offer DOT Record Monitor $29/mo,"CSA areas, reports, multi-user — growing fleet (fits Growth $199)",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24472
Starter,Medium,ARTHUR C LAMB COMPANY INC,ARTHUR C LAMB COMPANY INC,24477,6,7,HELEN LAMB,7818281800,kim.lambco@aol.com,CANTON,MA,02021,85 JACKSON ST,S,Yes,PRIVATE PROPERTY;AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24477
Starter,Medium,M W LEAHY CO INC,M W LEAHY CO INC,24484,5,5,MICHAEL W LEAHY,9787723113,mwleahy@verizon.net,AYER,MA,01432-1529,21 WESTFORD RD,None listed,Yes,AUTHORIZED FOR HIRE,95,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24484
Starter,Medium,LIBERTY MOVERS INC,LIBERTY MOVERS INC,24490,9,4,"STEPHEN FONTAINE,",5088927241,Stephen@libertymovers.com,LEICESTER,MA,01524,99 HUNTOON MEMORIAL HWY,None listed,No,AUTHORIZED FOR HIRE,90,$99/mo Starter,Mention Monitor after trial activation,Expiration tracking + document vault for small fleet (fits Starter $99),https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=24490
